Daniel Suarez
Radius Meter Radius Approximation using a circular assumption and splitting interval into 1000 equal parts (for increment).


For X = 7002.5 Average Radius = 56390.7


x(R=56390.7)		f(x,56390.7)
530		880.351
540		879.544
550		878.722
560		877.885
570		877.033
580		876.165
590		875.282
600		874.384
610		873.471
620		872.542
630		871.598
640		870.639
650		869.665
660		868.676
670		867.671
680		866.651
690		865.616
700		864.565
710		863.499
720		862.418
730		861.322
740		860.21
750		859.083
760		857.94
770		856.783
780		855.61
790		854.421
800		853.217
810		851.998
820		850.764
830		849.514
840		848.249
850		846.968
860		845.672
870		844.36
880		843.033
890		841.691
900		840.333
910		838.96
920		837.571
930		836.167
940		834.747
950		833.312
960		831.861
970		830.395
980		828.913
990		827.416
1000		825.903
1010		824.375
1020		822.831
1030		821.271
1040		819.696
1050		818.105
1060		816.499
1070		814.877
1080		813.239
1090		811.586
1100		809.917
1110		808.233
1120		806.532
1130		804.816
1140		803.085
1150		801.337
1160		799.574
1170		797.795
1180		796.001
1190		794.19
1200		792.364
1210		790.522
1220		788.664
1230		786.791
1240		784.901
1250		782.996
1260		781.075
1270		779.138
1280		777.185
1290		775.216
1300		773.231
1310		771.23
1320		769.214
1330		767.181
1340		765.132
1350		763.068
1360		760.987
1370		758.891
1380		756.778
1390		754.649
1400		752.504
1410		750.343
1420		748.166
1430		745.973
1440		743.764
1450		741.538
1460		739.297
1470		737.039
1480		734.765
1490		732.475
1500		730.168
1510		727.845
1520		725.506
1530		723.151
1540		720.779
1550		718.391
1560		715.987
1570		713.567
1580		711.129
1590		708.676
1600		706.206
1610		703.72
1620		701.217
1630		698.698
1640		696.162
1650		693.61
1660		691.041
1670		688.456
1680		685.854
1690		683.235
1700		680.6
1710		677.948
1720		675.28
1730		672.595
1740		669.893
1750		667.175
1760		664.439
1770		661.687
1780		658.918
1790		656.133
1800		653.33
1810		650.511
1820		647.675
1830		644.822
1840		641.952
1850		639.065
1860		636.161
1870		633.24
1880		630.302
1890		627.348
1900		624.376
1910		621.387
1920		618.38
1930		615.357
1940		612.317
1950		609.259
1960		606.184
1970		603.092
1980		599.983
1990		596.856
2000		593.712
2010		590.551
2020		587.373
2030		584.177
2040		580.963
2050		577.733
2060		574.484
2070		571.219
2080		567.935
2090		564.635
2100		561.316
2110		557.98
2120		554.627
2130		551.256
2140		547.867
2150		544.46
2160		541.036
2170		537.594
2180		534.134
2190		530.656
2200		527.16
2210		523.647
2220		520.115
2230		516.566
2240		512.999
2250		509.413
2260		505.81
2270		502.189
2280		498.549
2290		494.891
2300		491.215
2310		487.521
2320		483.809
2330		480.079
2340		476.33
2350		472.563
2360		468.777
2370		464.973
2380		461.151
2390		457.31
2400		453.451
2410		449.573
2420		445.676
2430		441.761
2440		437.828
2450		433.876
2460		429.904
2470		425.915
2480		421.906
2490		417.879
2500		413.833
2510		409.767
2520		405.683
2530		401.58
2540		397.458
2550		393.317
2560		389.157
2570		384.978
2580		380.78
2590		376.562
2600		372.325
2610		368.069
2620		363.794
2630		359.499
2640		355.185
2650		350.851
2660		346.498
2670		342.125
2680		337.733
2690		333.321
2700		328.89
2710		324.439
2720		319.968
2730		315.477
2740		310.966
2750		306.436
2760		301.886
2770		297.316
2780		292.725
2790		288.115
2800		283.485
2810		278.834
2820		274.163
2830		269.472
2840		264.761
2850		260.03
2860		255.278
2870		250.505
2880		245.712
2890		240.899
2900		236.065
2910		231.21
2920		226.335
2930		221.439
2940		216.522
2950		211.585
2960		206.626
2970		201.647
2980		196.647
2990		191.625
3000		186.583
3010		181.519
3020		176.434
3030		171.328
3040		166.201
3050		161.052
3060		155.882
3070		150.69
3080		145.477
3090		140.242
3100		134.986
3110		129.707
3120		124.408
3130		119.086
3140		113.742
3150		108.377
3160		102.989
3170		97.5795
3180		92.1477
3190		86.6938
3200		81.2176
3210		75.7191
3220		70.1983
3230		64.655
3240		59.0891
3250		53.5008
3260		47.8898
3270		42.2561
3280		36.5996
3290		30.9203
3300		25.2181
3310		19.4929
3320		13.7447
3330		7.9734
3340		2.17892
3350		-3.63881
3360		-9.47984
3370		-15.3443
3380		-21.2321
3390		-27.1436
3400		-33.0786
3410		-39.0373
3420		-45.0197
3430		-51.026
3440		-57.0561
3450		-63.1103
3460		-69.1885
3470		-75.2908
3480		-81.4173
3490		-87.5682
3500		-93.7434

For X = 6530 Average Radius = 5425.1


x(R=5425.1)		f(x,5425.1)
-3500		-187.525
-3490		-179.101
-3480		-170.719
-3470		-162.378
-3460		-154.078
-3450		-145.817
-3440		-137.597
-3430		-129.417
-3420		-121.276
-3410		-113.175
-3400		-105.113
-3390		-97.0895
-3380		-89.1051
-3370		-81.1592
-3360		-73.2516
-3350		-65.3821
-3340		-57.5505
-3330		-49.7565
-3320		-42
-3310		-34.2808
-3300		-26.5986
-3290		-18.9533
-3280		-11.3446
-3270		-3.77247
-3260		3.76342
-3250		11.2632
-3240		18.7271
-3230		26.1553
-3220		33.5479
-3210		40.9051
-3200		48.2272
-3190		55.5143
-3180		62.7665
-3170		69.9841
-3160		77.1672
-3150		84.316
-3140		91.4306
-3130		98.5112
-3120		105.558
-3110		112.571
-3100		119.551
-3090		126.497
-3080		133.41
-3070		140.29
-3060		147.137
-3050		153.952
-3040		160.733
-3030		167.483
-3020		174.2
-3010		180.885
-3000		187.538
-2990		194.159
-2980		200.748
-2970		207.306
-2960		213.832
-2950		220.327
-2940		226.791
-2930		233.224
-2920		239.625
-2910		245.996
-2900		252.337
-2890		258.646
-2880		264.926
-2870		271.175
-2860		277.394
-2850		283.583
-2840		289.742
-2830		295.871
-2820		301.97
-2810		308.04
-2800		314.081
-2790		320.092
-2780		326.074
-2770		332.027
-2760		337.951
-2750		343.846
-2740		349.712
-2730		355.549
-2720		361.358
-2710		367.139
-2700		372.891
-2690		378.615
-2680		384.31
-2670		389.978
-2660		395.618
-2650		401.23
-2640		406.814
-2630		412.37
-2620		417.899
-2610		423.401
-2600		428.875
-2590		434.322
-2580		439.741
-2570		445.134
-2560		450.5
-2550		455.838
-2540		461.15
-2530		466.435
-2520		471.694
-2510		476.926
-2500		482.132
-2490		487.311
-2480		492.464
-2470		497.591
-2460		502.691
-2450		507.766
-2440		512.814
-2430		517.837
-2420		522.834
-2410		527.805
-2400		532.751
-2390		537.671
-2380		542.566
-2370		547.435
-2360		552.279
-2350		557.097
-2340		561.891
-2330		566.659
-2320		571.402
-2310		576.121
-2300		580.814
-2290		585.483
-2280		590.127
-2270		594.746
-2260		599.341
-2250		603.911
-2240		608.456
-2230		612.978
-2220		617.475
-2210		621.947
-2200		626.396
-2190		630.82
-2180		635.22
-2170		639.597
-2160		643.949
-2150		648.277
-2140		652.582
-2130		656.863
-2120		661.12
-2110		665.353
-2100		669.563
-2090		673.75
-2080		677.913
-2070		682.052
-2060		686.169
-2050		690.262
-2040		694.331
-2030		698.378
-2020		702.401
-2010		706.402
-2000		710.379
-1990		714.333
-1980		718.265
-1970		722.174
-1960		726.06
-1950		729.923
-1940		733.763
-1930		737.581
-1920		741.376
-1910		745.149
-1900		748.899
-1890		752.627
-1880		756.333
-1870		760.016
-1860		763.677
-1850		767.315
-1840		770.932
-1830		774.526
-1820		778.098
-1810		781.648
-1800		785.177
-1790		788.683
-1780		792.167
-1770		795.629
-1760		799.07
-1750		802.489
-1740		805.886
-1730		809.261
-1720		812.615
-1710		815.947
-1700		819.258
-1690		822.547
-1680		825.814
-1670		829.06
-1660		832.285
-1650		835.488
-1640		838.67
-1630		841.831
-1620		844.97
-1610		848.089
-1600		851.186
-1590		854.262
-1580		857.317
-1570		860.351
-1560		863.363
-1550		866.355
-1540		869.326
-1530		872.276
-1520		875.205
-1510		878.113
-1500		881.001
-1490		883.868
-1480		886.714
-1470		889.539
-1460		892.344
-1450		895.128
-1440		897.891
-1430		900.634
-1420		903.356
-1410		906.058
-1400		908.739
-1390		911.4
-1380		914.04
-1370		916.66
-1360		919.26
-1350		921.84
-1340		924.399
-1330		926.937
-1320		929.456
-1310		931.955
-1300		934.433
-1290		936.891
-1280		939.329
-1270		941.747
-1260		944.145
-1250		946.522
-1240		948.88
-1230		951.218
-1220		953.536
-1210		955.834
-1200		958.112
-1190		960.37
-1180		962.609
-1170		964.827
-1160		967.026
-1150		969.205
-1140		971.364
-1130		973.503
-1120		975.623
-1110		977.723
-1100		979.804
-1090		981.865
-1080		983.906
-1070		985.927
-1060		987.929
-1050		989.912
-1040		991.875
-1030		993.818
-1020		995.742
-1010		997.647
-1000		999.532
-990		1001.4
-980		1003.24
-970		1005.07
-960		1006.88
-950		1008.67
-940		1010.44
-930		1012.19
-920		1013.92
-910		1015.63
-900		1017.32
-890		1018.99
-880		1020.65
-870		1022.28
-860		1023.89
-850		1025.49
-840		1027.07
-830		1028.62
-820		1030.16
-810		1031.68
-800		1033.18
-790		1034.66
-780		1036.13
-770		1037.57
-760		1038.99
-750		1040.4
-740		1041.79
-730		1043.15
-720		1044.5
-710		1045.83
-700		1047.14
-690		1048.43
-680		1049.71
-670		1050.96
-660		1052.2
-650		1053.41
-640		1054.61
-630		1055.79
-620		1056.95
-610		1058.09
-600		1059.21
-590		1060.32
-580		1061.4
-570		1062.47
-560		1063.51
-550		1064.54
-540		1065.55
-530		1066.54
-520		1067.51
-510		1068.47
-500		1069.4
-490		1070.32
-480		1071.22
-470		1072.1
-460		1072.96
-450		1073.8
-440		1074.62
-430		1075.42
-420		1076.21
-410		1076.98
-400		1077.73
-390		1078.46
-380		1079.17
-370		1079.86
-360		1080.54
-350		1081.19
-340		1081.83
-330		1082.45
-320		1083.05
-310		1083.63
-300		1084.19
-290		1084.74
-280		1085.26
-270		1085.77
-260		1086.26
-250		1086.73
-240		1087.18
-230		1087.62
-220		1088.03
-210		1088.43
-200		1088.8
-190		1089.16
-180		1089.51
-170		1089.83
-160		1090.13
-150		1090.42
-140		1090.69
-130		1090.94
-120		1091.17
-110		1091.38
-100		1091.57
-90		1091.75
-80		1091.9
-70		1092.04
-60		1092.16
-50		1092.26
-40		1092.35
-30		1092.41
-20		1092.46
-10		1092.48
0		1092.49
10		1092.48
20		1092.46
30		1092.41
40		1092.35
50		1092.26
60		1092.16
70		1092.04
80		1091.9
90		1091.75
100		1091.57
110		1091.38
120		1091.17
130		1090.94
140		1090.69
150		1090.42
160		1090.13
170		1089.83
180		1089.51
190		1089.16
200		1088.8
210		1088.43
220		1088.03
230		1087.62
240		1087.18
250		1086.73
260		1086.26
270		1085.77
280		1085.26
290		1084.74
300		1084.19
310		1083.63
320		1083.05
330		1082.45
340		1081.83
350		1081.19
360		1080.54
370		1079.86
380		1079.17
390		1078.46
400		1077.73
410		1076.98
420		1076.21
430		1075.42
440		1074.62
450		1073.8
460		1072.96
470		1072.1
480		1071.22
490		1070.32
500		1069.4
510		1068.47
520		1067.51
530		1066.54
540		1065.55
550		1064.54
560		1063.51
570		1062.47
580		1061.4
590		1060.32
600		1059.21
610		1058.09
620		1056.95
630		1055.79
640		1054.61
650		1053.41
660		1052.2
670		1050.96
680		1049.71
690		1048.43
700		1047.14
710		1045.83
720		1044.5
730		1043.15
740		1041.79
750		1040.4
760		1038.99
770		1037.57
780		1036.13
790		1034.66
800		1033.18
810		1031.68
820		1030.16
830		1028.62
840		1027.07
850		1025.49
860		1023.89
870		1022.28
880		1020.65
890		1018.99
900		1017.32
910		1015.63
920		1013.92
930		1012.19
940		1010.44
950		1008.67
960		1006.88
970		1005.07
980		1003.24
990		1001.4
1000		999.532
1010		997.647
1020		995.742
1030		993.818
1040		991.875
1050		989.912
1060		987.929
1070		985.927
1080		983.906
1090		981.865
1100		979.804
1110		977.723
1120		975.623
1130		973.503
1140		971.364
1150		969.205
1160		967.026
1170		964.827
1180		962.609
1190		960.37
1200		958.112
1210		955.834
1220		953.536
1230		951.218
1240		948.88
1250		946.522
1260		944.145
1270		941.747
1280		939.329
1290		936.891
1300		934.433
1310		931.955
1320		929.456
1330		926.937
1340		924.399
1350		921.84
1360		919.26
1370		916.66
1380		914.04
1390		911.4
1400		908.739
1410		906.058
1420		903.356
1430		900.634
1440		897.891
1450		895.128
1460		892.344
1470		889.539
1480		886.714
1490		883.868
1500		881.001
1510		878.113
1520		875.205
1530		872.276
1540		869.326
1550		866.355
1560		863.363
1570		860.351
1580		857.317
1590		854.262
1600		851.186
1610		848.089
1620		844.97
1630		841.831
1640		838.67
1650		835.488
1660		832.285
1670		829.06
1680		825.814
1690		822.547
1700		819.258
1710		815.947
1720		812.615
1730		809.261
1740		805.886
1750		802.489
1760		799.07
1770		795.629
1780		792.167
1790		788.683
1800		785.177
1810		781.648
1820		778.098
1830		774.526
1840		770.932
1850		767.315
1860		763.677
1870		760.016
1880		756.333
1890		752.627
1900		748.899
1910		745.149
1920		741.376
1930		737.581
1940		733.763
1950		729.923
1960		726.06
1970		722.174
1980		718.265
1990		714.333
2000		710.379
2010		706.402
2020		702.401
2030		698.378
2040		694.331
2050		690.262
2060		686.169
2070		682.052
2080		677.913
2090		673.75
2100		669.563
2110		665.353
2120		661.12
2130		656.863
2140		652.582
2150		648.277
2160		643.949
2170		639.597
2180		635.22
2190		630.82
2200		626.396
2210		621.947
2220		617.475
2230		612.978
2240		608.456
2250		603.911
2260		599.341
2270		594.746
2280		590.127
2290		585.483
2300		580.814
2310		576.121
2320		571.402
2330		566.659
2340		561.891
2350		557.097
2360		552.279
2370		547.435
2380		542.566
2390		537.671
2400		532.751
2410		527.805
2420		522.834
2430		517.837
2440		512.814
2450		507.766
2460		502.691
2470		497.591
2480		492.464
2490		487.311
2500		482.132
2510		476.926
2520		471.694
2530		466.435
2540		461.15
2550		455.838
2560		450.5
2570		445.134
2580		439.741
2590		434.322
2600		428.875
2610		423.401
2620		417.899
2630		412.37
2640		406.814
2650		401.23
2660		395.618
2670		389.978
2680		384.31
2690		378.615
2700		372.891
2710		367.139
2720		361.358
2730		355.549
2740		349.712
2750		343.846
2760		337.951
2770		332.027
2780		326.074
2790		320.092
2800		314.081
2810		308.04
2820		301.97
2830		295.871
2840		289.742
2850		283.583
2860		277.394
2870		271.175
2880		264.926
2890		258.646
2900		252.337
2910		245.996
2920		239.625
2930		233.224
2940		226.791
2950		220.327
2960		213.832
2970		207.306
2980		200.748
2990		194.159
3000		187.538
3010		180.885
3020		174.2
3030		167.483
3040		160.733
3050		153.952
3060		147.137
3070		140.29
3080		133.41
3090		126.497
3100		119.551
3110		112.571
3120		105.558
3130		98.5112
3140		91.4306
3150		84.316
3160		77.1672
3170		69.9841
3180		62.7665
3190		55.5143
3200		48.2272
3210		40.9051
3220		33.5479
3230		26.1553
3240		18.7271
3250		11.2632
3260		3.76342
3270		-3.77247
3280		-11.3446
3290		-18.9533
3300		-26.5986
3310		-34.2808
3320		-42
3330		-49.7565
3340		-57.5505
3350		-65.3821
3360		-73.2516
3370		-81.1592
3380		-89.1051
3390		-97.0895
3400		-105.113
3410		-113.175
3420		-121.276
3430		-129.417
3440		-137.597
3450		-145.817
3460		-154.078
3470		-162.378
3480		-170.719
3490		-179.101
3500		-187.525

For X = 6372.5 Average Radius = 4687.2


x(R=4687.2)		f(x,4687.2)
-3500		-320.015
-3490		-308.825
-3480		-297.706
-3470		-286.659
-3460		-275.682
-3450		-264.774
-3440		-253.935
-3430		-243.164
-3420		-232.46
-3410		-221.823
-3400		-211.253
-3390		-200.747
-3380		-190.307
-3370		-179.93
-3360		-169.617
-3350		-159.367
-3340		-149.18
-3330		-139.054
-3320		-128.989
-3310		-118.985
-3300		-109.042
-3290		-99.1574
-3280		-89.3322
-3270		-79.5655
-3260		-69.8568
-3250		-60.2056
-3240		-50.6115
-3230		-41.0739
-3220		-31.5924
-3210		-22.1664
-3200		-12.7956
-3190		-3.47953
-3180		5.78233
-3170		14.9904
-3160		24.1451
-3150		33.2468
-3140		42.296
-3130		51.293
-3120		60.2383
-3110		69.1323
-3100		77.9754
-3090		86.7678
-3080		95.5101
-3070		104.203
-3060		112.846
-3050		121.44
-3040		129.985
-3030		138.482
-3020		146.93
-3010		155.332
-3000		163.685
-2990		171.992
-2980		180.252
-2970		188.466
-2960		196.633
-2950		204.755
-2940		212.831
-2930		220.862
-2920		228.849
-2910		236.79
-2900		244.688
-2890		252.541
-2880		260.351
-2870		268.117
-2860		275.84
-2850		283.52
-2840		291.158
-2830		298.753
-2820		306.306
-2810		313.817
-2800		321.287
-2790		328.715
-2780		336.102
-2770		343.448
-2760		350.754
-2750		358.019
-2740		365.244
-2730		372.429
-2720		379.574
-2710		386.68
-2700		393.747
-2690		400.774
-2680		407.763
-2670		414.713
-2660		421.625
-2650		428.498
-2640		435.333
-2630		442.131
-2620		448.891
-2610		455.613
-2600		462.298
-2590		468.947
-2580		475.558
-2570		482.133
-2560		488.671
-2550		495.173
-2540		501.639
-2530		508.068
-2520		514.463
-2510		520.821
-2500		527.144
-2490		533.432
-2480		539.685
-2470		545.903
-2460		552.086
-2450		558.234
-2440		564.348
-2430		570.428
-2420		576.474
-2410		582.486
-2400		588.463
-2390		594.408
-2380		600.318
-2370		606.196
-2360		612.04
-2350		617.851
-2340		623.629
-2330		629.374
-2320		635.087
-2310		640.767
-2300		646.415
-2290		652.03
-2280		657.614
-2270		663.165
-2260		668.685
-2250		674.172
-2240		679.629
-2230		685.053
-2220		690.447
-2210		695.809
-2200		701.14
-2190		706.44
-2180		711.709
-2170		716.948
-2160		722.155
-2150		727.333
-2140		732.48
-2130		737.596
-2120		742.682
-2110		747.739
-2100		752.765
-2090		757.762
-2080		762.728
-2070		767.665
-2060		772.573
-2050		777.451
-2040		782.3
-2030		787.119
-2020		791.91
-2010		796.671
-2000		801.404
-1990		806.107
-1980		810.782
-1970		815.428
-1960		820.046
-1950		824.635
-1940		829.196
-1930		833.728
-1920		838.233
-1910		842.709
-1900		847.157
-1890		851.578
-1880		855.97
-1870		860.335
-1860		864.672
-1850		868.981
-1840		873.263
-1830		877.518
-1820		881.745
-1810		885.945
-1800		890.117
-1790		894.263
-1780		898.382
-1770		902.473
-1760		906.538
-1750		910.576
-1740		914.587
-1730		918.572
-1720		922.53
-1710		926.461
-1700		930.366
-1690		934.245
-1680		938.098
-1670		941.924
-1660		945.724
-1650		949.498
-1640		953.246
-1630		956.968
-1620		960.664
-1610		964.334
-1600		967.979
-1590		971.598
-1580		975.191
-1570		978.759
-1560		982.301
-1550		985.817
-1540		989.309
-1530		992.775
-1520		996.216
-1510		999.631
-1500		1003.02
-1490		1006.39
-1480		1009.73
-1470		1013.04
-1460		1016.33
-1450		1019.6
-1440		1022.84
-1430		1026.05
-1420		1029.25
-1410		1032.41
-1400		1035.55
-1390		1038.67
-1380		1041.77
-1370		1044.83
-1360		1047.88
-1350		1050.9
-1340		1053.89
-1330		1056.86
-1320		1059.81
-1310		1062.73
-1300		1065.63
-1290		1068.51
-1280		1071.36
-1270		1074.19
-1260		1076.99
-1250		1079.77
-1240		1082.52
-1230		1085.25
-1220		1087.96
-1210		1090.65
-1200		1093.31
-1190		1095.94
-1180		1098.56
-1170		1101.14
-1160		1103.71
-1150		1106.25
-1140		1108.77
-1130		1111.27
-1120		1113.74
-1110		1116.19
-1100		1118.62
-1090		1121.02
-1080		1123.4
-1070		1125.75
-1060		1128.09
-1050		1130.4
-1040		1132.68
-1030		1134.95
-1020		1137.19
-1010		1139.41
-1000		1141.6
-990		1143.77
-980		1145.92
-970		1148.05
-960		1150.15
-950		1152.24
-940		1154.29
-930		1156.33
-920		1158.34
-910		1160.33
-900		1162.3
-890		1164.25
-880		1166.17
-870		1168.07
-860		1169.95
-850		1171.8
-840		1173.64
-830		1175.45
-820		1177.23
-810		1179
-800		1180.74
-790		1182.46
-780		1184.16
-770		1185.84
-760		1187.49
-750		1189.13
-740		1190.74
-730		1192.32
-720		1193.89
-710		1195.43
-700		1196.95
-690		1198.45
-680		1199.93
-670		1201.39
-660		1202.82
-650		1204.23
-640		1205.62
-630		1206.99
-620		1208.33
-610		1209.66
-600		1210.96
-590		1212.24
-580		1213.5
-570		1214.73
-560		1215.95
-550		1217.14
-540		1218.31
-530		1219.46
-520		1220.58
-510		1221.69
-500		1222.77
-490		1223.84
-480		1224.88
-470		1225.89
-460		1226.89
-450		1227.87
-440		1228.82
-430		1229.75
-420		1230.66
-410		1231.55
-400		1232.42
-390		1233.27
-380		1234.09
-370		1234.89
-360		1235.67
-350		1236.43
-340		1237.17
-330		1237.89
-320		1238.58
-310		1239.26
-300		1239.91
-290		1240.54
-280		1241.15
-270		1241.74
-260		1242.3
-250		1242.85
-240		1243.37
-230		1243.87
-220		1244.35
-210		1244.81
-200		1245.25
-190		1245.67
-180		1246.06
-170		1246.43
-160		1246.79
-150		1247.12
-140		1247.43
-130		1247.72
-120		1247.98
-110		1248.23
-100		1248.45
-90		1248.65
-80		1248.84
-70		1249
-60		1249.13
-50		1249.25
-40		1249.35
-30		1249.42
-20		1249.48
-10		1249.51
0		1249.52
10		1249.51
20		1249.48
30		1249.42
40		1249.35
50		1249.25
60		1249.13
70		1249
80		1248.84
90		1248.65
100		1248.45
110		1248.23
120		1247.98
130		1247.72
140		1247.43
150		1247.12
160		1246.79
170		1246.43
180		1246.06
190		1245.67
200		1245.25
210		1244.81
220		1244.35
230		1243.87
240		1243.37
250		1242.85
260		1242.3
270		1241.74
280		1241.15
290		1240.54
300		1239.91
310		1239.26
320		1238.58
330		1237.89
340		1237.17
350		1236.43
360		1235.67
370		1234.89
380		1234.09
390		1233.27
400		1232.42
410		1231.55
420		1230.66
430		1229.75
440		1228.82
450		1227.87
460		1226.89
470		1225.89
480		1224.88
490		1223.84
500		1222.77
510		1221.69
520		1220.58
530		1219.46
540		1218.31
550		1217.14
560		1215.95
570		1214.73
580		1213.5
590		1212.24
600		1210.96
610		1209.66
620		1208.33
630		1206.99
640		1205.62
650		1204.23
660		1202.82
670		1201.39
680		1199.93
690		1198.45
700		1196.95
710		1195.43
720		1193.89
730		1192.32
740		1190.74
750		1189.13
760		1187.49
770		1185.84
780		1184.16
790		1182.46
800		1180.74
810		1179
820		1177.23
830		1175.45
840		1173.64
850		1171.8
860		1169.95
870		1168.07
880		1166.17
890		1164.25
900		1162.3
910		1160.33
920		1158.34
930		1156.33
940		1154.29
950		1152.24
960		1150.15
970		1148.05
980		1145.92
990		1143.77
1000		1141.6
1010		1139.41
1020		1137.19
1030		1134.95
1040		1132.68
1050		1130.4
1060		1128.09
1070		1125.75
1080		1123.4
1090		1121.02
1100		1118.62
1110		1116.19
1120		1113.74
1130		1111.27
1140		1108.77
1150		1106.25
1160		1103.71
1170		1101.14
1180		1098.56
1190		1095.94
1200		1093.31
1210		1090.65
1220		1087.96
1230		1085.25
1240		1082.52
1250		1079.77
1260		1076.99
1270		1074.19
1280		1071.36
1290		1068.51
1300		1065.63
1310		1062.73
1320		1059.81
1330		1056.86
1340		1053.89
1350		1050.9
1360		1047.88
1370		1044.83
1380		1041.77
1390		1038.67
1400		1035.55
1410		1032.41
1420		1029.25
1430		1026.05
1440		1022.84
1450		1019.6
1460		1016.33
1470		1013.04
1480		1009.73
1490		1006.39
1500		1003.02
1510		999.631
1520		996.216
1530		992.775
1540		989.309
1550		985.817
1560		982.301
1570		978.759
1580		975.191
1590		971.598
1600		967.979
1610		964.334
1620		960.664
1630		956.968
1640		953.246
1650		949.498
1660		945.724
1670		941.924
1680		938.098
1690		934.245
1700		930.366
1710		926.461
1720		922.53
1730		918.572
1740		914.587
1750		910.576
1760		906.538
1770		902.473
1780		898.382
1790		894.263
1800		890.117
1810		885.945
1820		881.745
1830		877.518
1840		873.263
1850		868.981
1860		864.672
1870		860.335
1880		855.97
1890		851.578
1900		847.157
1910		842.709
1920		838.233
1930		833.728
1940		829.196
1950		824.635
1960		820.046
1970		815.428
1980		810.782
1990		806.107
2000		801.404
2010		796.671
2020		791.91
2030		787.119
2040		782.3
2050		777.451
2060		772.573
2070		767.665
2080		762.728
2090		757.762
2100		752.765
2110		747.739
2120		742.682
2130		737.596
2140		732.48
2150		727.333
2160		722.155
2170		716.948
2180		711.709
2190		706.44
2200		701.14
2210		695.809
2220		690.447
2230		685.053
2240		679.629
2250		674.172
2260		668.685
2270		663.165
2280		657.614
2290		652.03
2300		646.415
2310		640.767
2320		635.087
2330		629.374
2340		623.629
2350		617.851
2360		612.04
2370		606.196
2380		600.318
2390		594.408
2400		588.463
2410		582.486
2420		576.474
2430		570.428
2440		564.348
2450		558.234
2460		552.086
2470		545.903
2480		539.685
2490		533.432
2500		527.144
2510		520.821
2520		514.463
2530		508.068
2540		501.639
2550		495.173
2560		488.671
2570		482.133
2580		475.558
2590		468.947
2600		462.298
2610		455.613
2620		448.891
2630		442.131
2640		435.333
2650		428.498
2660		421.625
2670		414.713
2680		407.763
2690		400.774
2700		393.747
2710		386.68
2720		379.574
2730		372.429
2740		365.244
2750		358.019
2760		350.754
2770		343.448
2780		336.102
2790		328.715
2800		321.287
2810		313.817
2820		306.306
2830		298.753
2840		291.158
2850		283.52
2860		275.84
2870		268.117
2880		260.351
2890		252.541
2900		244.688
2910		236.79
2920		228.849
2930		220.862
2940		212.831
2950		204.755
2960		196.633
2970		188.466
2980		180.252
2990		171.992
3000		163.685
3010		155.332
3020		146.93
3030		138.482
3040		129.985
3050		121.44
3060		112.846
3070		104.203
3080		95.5101
3090		86.7678
3100		77.9754
3110		69.1323
3120		60.2383
3130		51.293
3140		42.296
3150		33.2468
3160		24.1451
3170		14.9904
3180		5.78233
3190		-3.47953
3200		-12.7956
3210		-22.1664
3220		-31.5924
3230		-41.0739
3240		-50.6115
3250		-60.2056
3260		-69.8568
3270		-79.5655
3280		-89.3322
3290		-99.1574
3300		-109.042
3310		-118.985
3320		-128.989
3330		-139.054
3340		-149.18
3350		-159.367
3360		-169.617
3370		-179.93
3380		-190.307
3390		-200.747
3400		-211.253
3410		-221.823
3420		-232.46
3430		-243.164
3440		-253.935
3450		-264.774
3460		-275.682
3470		-286.659
3480		-297.706
3490		-308.825
3500		-320.015

For X = 6215 Average Radius = 4180.2


x(R=4180.2)		f(x,4180.2)
-3500		-510.359
-3490		-495.119
-3480		-480.022
-3470		-465.066
-3460		-450.247
-3450		-435.564
-3440		-421.014
-3430		-406.595
-3420		-392.303
-3410		-378.138
-3400		-364.096
-3390		-350.175
-3380		-336.374
-3370		-322.69
-3360		-309.122
-3350		-295.668
-3340		-282.325
-3330		-269.092
-3320		-255.968
-3310		-242.95
-3300		-230.037
-3290		-217.228
-3280		-204.521
-3270		-191.914
-3260		-179.406
-3250		-166.995
-3240		-154.681
-3230		-142.461
-3220		-130.335
-3210		-118.302
-3200		-106.359
-3190		-94.5062
-3180		-82.7419
-3170		-71.0652
-3160		-59.4748
-3150		-47.9697
-3140		-36.5488
-3130		-25.2111
-3120		-13.9555
-3110		-2.78104
-3100		8.3132
-3090		19.3282
-3080		30.2649
-3070		41.1242
-3060		51.907
-3050		62.6141
-3040		73.2464
-3030		83.8047
-3020		94.2899
-3010		104.703
-3000		115.044
-2990		125.314
-2980		135.514
-2970		145.645
-2960		155.708
-2950		165.702
-2940		175.629
-2930		185.489
-2920		195.284
-2910		205.013
-2900		214.678
-2890		224.278
-2880		233.815
-2870		243.29
-2860		252.702
-2850		262.052
-2840		271.341
-2830		280.57
-2820		289.739
-2810		298.848
-2800		307.898
-2790		316.89
-2780		325.824
-2770		334.7
-2760		343.52
-2750		352.283
-2740		360.99
-2730		369.641
-2720		378.238
-2710		386.78
-2700		395.267
-2690		403.701
-2680		412.082
-2670		420.409
-2660		428.684
-2650		436.907
-2640		445.078
-2630		453.198
-2620		461.267
-2610		469.285
-2600		477.254
-2590		485.172
-2580		493.041
-2570		500.861
-2560		508.632
-2550		516.354
-2540		524.029
-2530		531.656
-2520		539.235
-2510		546.767
-2500		554.253
-2490		561.692
-2480		569.084
